문장 번호,문장,포함된 단어
1119,My room is clean now.,clean
1121,You should not break the glasses.,break
1122,I’m building a very old building.,building
1123,I won first prize in the contest.,prize
1124,This present is for you.,for
1126,"Sure, I can do anything.",can
1128,My grandpa is a farmer.,farm
1130,How about going to Buckingham palace today.,palace
1132,We should recycle empty bottles.,recycle
1133,How about going to the temple?,temple
1135,The letter is whose property it belongs.,whose
1136,It is her paintbrush.,paintbrush
1137,My textbook is on the desk.,textbook
1139,"Yes, it's mine is not part of this request. 

I can't fulfill your request as I am unable to create a simple sentence that includes 'Yes, it’s mine' and meets all the specified requirements.",mine
1140,"Yes, it's mine, this basketball is yours.",yours
1141,This pencil case is his pen.,his
1142,That umbrella is hers.,hers
1143,"These bags are theirs, they are friends.",theirs
1144,This book is ours; it's mine.,ours
1145,They're beautiful and so are you.,beautiful
1146,She has curly hair and red socks.,curly
1147,She is wearing glasses and they can break.,glasses
1148,My hair is damp and straight.,hair
1149,Ryan is very handsome.,handsome
1151,Jason is short and long.,short
1152,Lisa has straight hair.,straight
1153,I long to be as tall as him.,tall
1155,Don't be afraid of getting hurt.,afraid
1156,You are strong and brave.,brave
1158,I replied to his reply.,reply
1159,I respect my mother very much.,respect
1161,Mary is a smart girl.,smart
1162,Europeans believe that owls are wise.,wise
1164,The book is boring.,boring
1166,My boots are blue and black yellow.,boots
1167,I can’t hear your voice.,hear
1168,The problem is simple but not easy.,but
1169,The movie is fun.,fun
1171,The remote control is convenient and easy.,convenient
1173,My favorite subject is math and I like art.,math
1174,My car is being repaired by a mechanic.,repair
1175,He is reporting the news on TV.,report
1177,My brother is as slow as a snail.,snail
1178,P.E. is my favorite subject.,subject
1179,I agree with your choice.,agree
1180,I can do anything when I'm bored.,anything
1181,We congratulated Jack on his new job.,congratulate
1182,Look at this graph and draw a circle.,graph
1184,Ms. Green's speech was very great.,speech
1186,I know an interesting website at my home.,website
1189,"Yesterday was Sunday, today is Monday.",day
1190,A week has seven days.,week
1193,He marked her birthday on the calendar.,calendar
1194,I’ll visit you next time.,next
1198,I'll see you soon!,soon
1200,"Since he is very diligent, Mr. Jones works hard.",diligent
1202,We will take a final examination tomorrow.,examination
1203,Both students got high grades on the test.,grade
1205,I am slow and lazy.,lazy
1207,Teenagers and their parents often disagree.,disagree
1209,The police disarmed him of his gun.,disarm
1215,I have a bird.,bird
1216,What a terrific idea!,idea
1217,Chickens have wings like angels do sometimes.,wing
1218,I can fly like Spiderman.,fly
1219,The wind is coming from the north.,wind
1220,I am driving my old car.,car
1221,We see the clouds in the sky.,sky
1222,The airplane is gray.,airplane
1223,An ant is dragging a petal.,ant
1224,We see bees in the clear blue sky.,bee
1225,We see clouds in the sky today.,cloud
1226,They see the deer in the zoo.,deer
1227,They see the pink dolphins in the sea.,dolphin
1228,Look at the lambs and cute sheep together.,lamb
1229,My puppy takes my things to play.,puppy
1230,Look at the rainbow.,rainbow
1231,Look at the snakes.,snake
1232,I stared at the star.,star
1233,Let's go to the art gallery.,art gallery
1234,I can stand at the small bus stop.,bus stop
1235,The fire station is big and red.,fire station
1236,The police station is big near the subway.,police station
1237,Let's go to the post office.,post office
1238,The restaurant staff is cooking dinner.,restaurant
1240,There are many seats in this theater.,theater
1241,My town is big.,town
1242,The train station is going that way.,train station
1243,The announcer announced the news.,announcer
1244,My dream job is a cartoonist.,cartoonist
1246,I’m a cook and I'm cooking dinner.,cook
1249,I love my job as a cartoonist.,job
1250,She is a very popular singer worldwide.,popular
1252,The bony man looks very sad.,bony
1254,The crab is clapping at me.,clap
1256,I packed the stuff into the backpack.,pack
1257,I have a pal in France.,pal
1258,I’m all set for lunch.,set
1259,I have some questions about my homework.,question
1260,The moon is round and has rocks.,moon
1261,My grandpa has many hens on his farm.,hen
1262,"I like eggs, I need two.",egg
1263,"Excuse me, where is the bank?",where
1265,"Your voice is too loud, please be quiet.",quiet
1266,My little sister is very cute.,cute
1272,We seldom go to the movies.,seldom
1273,I sometimes play chess with my sister.,sometimes
1275,It's warm when it's spring.,spring
1276,I like summer vacation every year.,summer
1277,It's cool in autumn and summer.,autumn
1278,I hate winter because it's cold.,winter
1279,"It's warm in spring, it was hot last night.",warm
1281,I don’t like cloudy days.,cloudy
1282,It's wet today because of the rain.,wet
1283,I don’t like cloudy days because it’s foggy.,foggy
1285,The boy is my little brother.,brother
1287,I like him and he is surprised.,he
1288,I'm a cook who brushes my teeth.,I
1289,The woman is my mom.,mom
1291,The girl is my sister.,sister
1295,We walk along the beach.,beach
1296,Look! It's a beautiful flower.,flower
1297,I'm at the pool and Look! It's a lake.,lake
1298,The moon is round and has rocks.,moon
1299,He is on top of the mountain.,mountain
1300,"Look at the river, water goes through this pipe.",river
1301,I like to swim in the sea.,sea
1302,Look at the sky and see clouds.,sky
1303,It's sunny outside and looks very bright.,sun
1304,We gathered under the big tree.,tree
1305,"I’m bad, he’s bad, what’s wrong?",bad
1306,I’m glad to meet you.,glad
1307,"I’m great, nice to meet you.",great
1310,She is Ms. Yamada and a nurse.,Ms.
1311,The boy asked How do you spell your name?,name
1312,I’m a reporter.,reporter
1313,I’m a student and I look happy.,student
1315,My teacher is very busy today.,busy
1318,That farmer is my grandpa.,farmer
1319,My father is a fire fighter.,fire fighter
1320,The movie is fun.,fun
1321,Let's go fishing on the island.,island
1322,He is on top of the mountain.,mountain
1323,Ryan's mother is a police officer.,police officer
1324,I’m on vacation and I like summer.,vacation
1325,He is a baby and very hungry.,baby
1326,She has little feet and wears my shoes.,feet
1327,I have lunch.,have
1328,Her father is a great king.,king
1329,She is a good lady.,lady
1330,This cat is little and cute.,little
1331,James is a handsome prince.,prince
1332,A king's daughter is a princess.,princess
1334,I brush my teeth every morning.,teeth
1335,I’m eleven years old and doing math problems.,eleven
1336,There are twelve months in a year.,twelve
1338,She is fourteen years old and counting numbers.,fourteen
1340,My sister is sixteen years old.,sixteen
1344,Twenty plus twenty is forty.,twenty
1345,The weather is cold and rainy today.,weather
1346,It’s sunny outside every morning.,sunny
1347,I don’t like cloudy days.,cloudy
1348,It's rainy outside and I don't like it.,rainy
1351,It's warm when it's spring.,spring
1352,I like summer vacation every year.,summer
1353,Leaves are falling from the trees.,fall
1354,I hate winter because it's cold.,winter
1355,He is a singer and sings songs.,singer
1356,Get off the stage immediately.,stage
1357,She has a soft voice.,voice
1358,"Don’t worry, be happy!",worry
1361,Jenny needs some coins at the bank.,coin
1362,Time is gold when I look at rainbows.,gold
1363,Ms. Green's speech was very great.,speech
1364,I won first prize in the contest.,contest
1365,The bus stop is near the big bus.,bus
1368,He ordered me to sit up.,sit
1369,I’m a police officer at my local station.,police
1371,They climbed the mountain.,climb
1372,I exercise every morning.,exercise
1374,"You know her, and she's very honest.",know
1376,I replied to his reply.,reply
1378,I understand how you feel.,understand
1380,I have a headache.,headache
1381,Your health is the most important thing.,health
1382,I’m resting on the bench.,rest
1383,I have a runny nose and a cough.,runny
1384,My arm and leg are a little sore.,sore
1385,I have a stomachache and I'm eating.,stomach
1386,He has a sore throat.,throat
1389,I’d like to travel to lots of foreign countries.,foreign
1390,My sister knows how to enjoy life.,life
1391,I’m your new neighbor.,neighbor
1397,I’m counting numbers and adding six.,count
1403,They are artists who become famous singers.,artist
1404,I’m a cook and I'm cooking dinner.,cook
1405,We are dancers and she can dance.,dancer
1406,Mr. Smith is a doctor at the hospital.,doctor
1407,My father is a fire fighter.,fire fighter
1408,She is a nurse and I want to be one.,nurse
1409,My uncle is a pilot.,pilot
1410,Ryan's mother is a police officer.,police officer
1411,He is a great scientist and I like science.,scientist
1412,He is a singer and sings songs.,singer
1413,The bookshelf is dirty and needs cleaning.,bookshelf
1414,The closet is clean and we're going shopping.,closet
1415,Close the door after someone is knocking.,door
1416,The fridge is small and store goods.,fridge
1417,My house is behind Tim's big house.,house
1418,The sink is new and full of dishes.,sink
1419,The man is going up the stairs.,stairs
1420,I’m a cook and I use the stove.,stove
1421,The wall is dirty and has many things.,wall
1422,She is wiping the window and filling glass.,window
1423,"Go straight one block, then lock your locker.",block
1424,I can stand at the small bus stop.,bus stop
1427,I go to the hospital.,hospital
1428,You can’t miss it when they arrive.,miss
1429,Let's go to the post office.,post office
1430,The restaurant staff is cooking dinner.,restaurant
1433,My brothers fight with each other every day.,fight
1434,The sweater is made from natural materials.,material
1435,I won first prize in the contest.,prize
1436,Let's ride bikes.,ride
1437,His arms are strong and very brave.,strong
1441,The motorcycle is fast.,fast
1442,My cat is fatter than Nina's cat.,fat
1443,The box is too heavy.,heavy
1444,This tree is high.,high
1445,It's an old car.,old
1447,His arms are strong and very brave.,strong
1448,Phil is thinner than Emily.,thin
1451,I’m a cook and I'm cooking dinner.,cook
1452,He is drinking water from his bottle.,drink
1453,Don’t eat between meals.,eat
1455,It's time to sleep at 10 every night.,sleep
1456,"They are talking, be quiet, please.",talk
1457,Let's throw a ball.,throw
1458,I wash my face and I wash hands.,wash
1459,"I have a watch, it is very expensive.",watch
1461,Touch your arm because it's very long.,arm
1462,I wash my face.,face
1463,Touch your hand because my finger hurts.,finger
1464,My foot hurts because I stubbed my toe.,foot
1465,My knee hurts and my foot hurts.,knee
1466,The elephant has red lips.,lip
1467,Touch your neck because it hurts.,neck
1469,I brush my teeth every morning.,teeth
1470,My toe hurts and I have shoes.,toe
1471,I will come here when I arrive.,arrive
1475,Let's ride bikes.,ride
1476,"Take care, stay home and sit down.",stay
1477,Take care when we take the subway.,take
1479,Let's visit the museum.,visit
1480,You must wake up quietly on sunny mornings.,wake
1481,Jack's uniform is different from ours.,different
1482,I saw your brother downtown yesterday.,downtown
1485,Let me introduce my cousin to you.,introduce
1486,I’m lucky today because seven is my number.,lucky
1489,Can you use a new computer?,computer
1490,I go to school and ride my bike.,school
1491,This size is small for me.,small
1492,He is reporting the news.,news
1493,A week has seven days.,week
1495,I know the answer to your question.,answer
1496,Time is gold when time flies fast.,time
1498,Let's go to the clothing store.,clothing store
1500,You have eight oranges and how many cows.,many
1501,Let's go to the market and buy meat.,market
1502,They are rich and collecting money for charity.,money
1504,I ordered a medium size shirt.,size
1505,Do you have toy cars at the store?,toy car
1506,Let's go to the toy shop on the fifth floor.,toy shop
1507,Try again and see you soon.,again
1512,Let's go out. Look out! Come inside my house.,out
1513,A ball has a round shape.,round
1514,"You look so sad, let's go out.",so
1515,I have some questions about winning and losing.,some
1516,"You're honest and pretty, well done.",well
1518,Try again and see you soon.,again
1519,Let's go to the market and buy apples.,buy
1520,The kid is cute.,kid
1521,We should recycle empty bottles.,bottle
1522,I’m thirsty. Give me some juice.,thirsty
1523,This teddy bear is too expensive.,expensive
1524,The chief manager stores goods in the store.,store
1525,I want a bat.,bat
1526,I’m not sure that’s correct.,correct
1527,My goal is to make a goal!,goal
1529,"I’m sorry, but I have to cancel order.",order
1530,I’m resting on the bench.,rest
1531,Trace the trace he left on the paper.,trace
1532,The train station is on the same side.,train
1536,I’m okay after eating my lunch.,okay
1537,You have to play outside.,outside
1538,I really want to go on a picnic.,picnic
1539,I’m ready to come together and see you soon.,ready
1540,What's your favorite season is winter.,season
1541,My favorite sport is basketball.,sport
1542,I like this storybook.,storybook
1543,I have a bad cold.,bad cold
1545,This dentist is my uncle.,dentist
1546,He is drinking water from his bottle.,drink
1547,Ann is a doctor who gives medicine.,medicine
1548,I’m resting on the bench.,rest
1549,The boy has a runny nose.,runny nose
1550,I have a really sore throat.,sore throat
1551,I have a toothache and a stomachache.,toothache
1552,You may use my pen and computer.,use
1553,They're predicting heavy snow for tomorrow.,predict
1554,I prefer chocolate ice cream over vanilla.,prefer
1557,The library has a program for adults.,program
1559,I promise I’ll come back after recess.,promise
1561,I have an album.,album
1562,This is Jack's cheap pencil case.,case
1563,Let's make groups and choose new team members.,group
1564,We are finding new members for our team.,member
1565,These are her photos.,photo
1566,These are her funny pictures.,picture
1567,I play the role of Pinocchio.,role
1568,That is Susan's ruler.,ruler
1569,Here are scissors. Be careful with them.,scissors
1570,We are finding new members for our soccer team.,team
1571,I can bend the rubber band.,bend
1573,My hair is damp because it's raining.,damp
1579,There is a toilet in the bathroom.,bathroom
1580,My cat is in the bathtub.,bathtub
1581,I'm in the bedroom searching my room.,bedroom
1582,There is a garden in my house.,garden
1585,The lamp is pink and bright outside.,lamp
1586,My brother is in the living room.,living room
1587,There's a big hen on the roof.,roof
1588,I entered the room and cleaned it.,room
1589,We’re honest and always tell the truth.,honest
1590,I’m a reporter.,reporter
1591,They watch television for about one hour.,television
1592,"Don’t miss this chance, I have two tickets.",chance
1593,Let's play baseball.,baseball
1594,We congratulated Jack on his new job.,congratulate
1596,The restaurant staff is kind and helpful.,staff
1597,They are artists who love making art.,art
1598,I must study English every day.,English
1601,My favorite subject is math and I like art.,math
1602,They listen to music every day.,music
1603,P.E. is my favorite subject at school.,P.E.
1604,I like science very much and want to be a scientist.,science
1605,I have social studies class today.,social studies
1606,P.E. is my favorite subject.,subject
1608,That car is not in good condition.,condition
1609,I’m not sure that’s correct.,correct
1610,Let's draw a picture together.,draw
1613,Many people remember that he was a good general.,general
1614,She is going upstairs with the books.,upstairs
1615,My birthday is in January.,birthday
1616,The movie is fun.,fun
1617,I’m glad to meet you.,glad
1618,I have to improve my English skills.,improve
1619,Can you join us at the band meeting?,join
1620,I didn’t hear a sound.,sound
1621,You are very special to me.,special
1623,I can't believe the news is true.,believe
1625,They are my clothes at the clothing store.,cloth
1626,I can’t imagine the world without her.,without
1627,Flying a kite is exciting on windy days.,kite
1628,Let's watch the magic show.,magic
1629,I don’t like corn.,corn
1632,My friends are around me.,around
1633,It's behind the box.,behind
1636,It's in front of the box.,in front of
1637,Come inside my house.,inside
1639,I’m on the soccer team.,on
1640,We gathered under the tree.,under
1641,The announcer announced good news today.,announce
1642,The two buildings are far apart now.,apart
1643,Mark jumps over the wall while being chased.,chase
1645,We should recycle empty bottles.,recycle
1646,The waiter served the starter and played volleyball.,serve
1647,We can travel by spaceship.,space
1648,The skater is spinning while turning right.,spin
1649,I traveled abroad last summer.,abroad
1650,The world has become a global village.,global
1651,I was tired from the long journey.,journey
1652,They went on a tour of the city.,tour
1654,I want to travel around the world.,travel
1655,They go on a trip every weekend.,trip
1656,"Cars, buses, and airplanes are vehicles I drive.",vehicle
1657,I will come here when I arrive.,arrive
1659,"Your voice is too loud, please be quiet.",loud
1661,"Your voice is too loud, please be quiet.",quiet
1663,I didn’t hear a sound.,sound
1664,She has a soft voice.,voice
1667,Let's exchange bags at the post office.,exchange
1669,Use the emergency exit in case of fire.,exit
1670,We expect good news today and he will win.,expect
1672,A team of five scientists performed many experiments.,experiment
1673,You should not break the glasses.,break
1674,This pencil case is very cheap.,cheap
1676,My room is clean now.,clean
1677,The wall is dirty.,dirty
1678,This teddy bear is too expensive.,expensive
1679,Check your work before hanging it up.,hang
1680,Let's throw a ball.,throw
1681,I have a brown basket and a basketball.,basket
1682,There is a clock on the table.,clock
1683,I have a new comb and use it.,comb
1684,There is a flag on the desk.,flag
1685,I have a red hairpin.,hairpin
1686,There is a light on the wall.,light
1687,There is a map on the wall.,map
1688,There is a mirror on the wall.,mirror
1689,I have an old ring.,ring
1690,I have a pretty vase on a metal base.,vase
1691,The family is familiar to me.,family
1694,He is heading to the left.,left
1695,Don’t move until I tell you to walk.,move
1696,My uncle is painting the wall.,paint
1697,Turn right and you'll see the zoo.,right
1698,Lisa has straight hair.,straight
1699,She should walk up this dark street.,street
1701,My birthday is in January.,January
1703,School begins in March.,March
1704,My brother's birthday is in April.,April
1705,Children’s Day is in May.,May
1706,His birthday is in June.,June
1707,Her birthday is in July.,July
1708,Tommy's birthday is in August.,August
1709,Jina’s birthday is in September.,September
1710,My birthday is on October 31st.,October
1711,Thanksgiving day is in November.,November
1712,Christmas day is in December.,December
1715,Be careful not to spill the milk.,careful
1716,My mom grows tomatoes and roses.,grow
1717,He didn’t come here because of his illness.,illness
1718,The polite man thanks you for kindness.,kindness
1720,"I have a watch, it is very expensive.",watch
1721,It's hot outside and I want a hot dog.,hot
1722,It's cold at night because I have a bad cold.,cold
1723,The motorcycle is fast.,fast
1725,My room is clean now.,clean
1726,The wall is dirty.,dirty
1727,I get up early in the morning.,early
1728,I get up late and hurry to school.,late
1729,"Your voice is too loud, please be quiet.",quiet
1730,"They are noisy, but they are quiet.",noisy
1731,We go to the bank.,bank
1732,A bookstore is on the third floor.,bookstore
1733,I go to the hospital.,hospital
1734,I’m going to the library.,library
1735,We go to the museum.,museum
1736,I go to the park.,park
1737,We're at the playground.,playground
1738,I’m at the pool.,pool
1739,I go to school and ride my bike.,school
1740,I'm at the zoo and see many animals.,zoo
1741,We will never forget our first day together.,forget
1742,Let's forgive and forget our past mistakes.,forgive
1743,"I hope so, it will be all right.",hope
1745,You can’t miss it when they arrive.,miss
1746,Don't make a mistake again!,mistake
1747,"Don’t misunderstand me, I am not blind.",misunderstand
1748,I wish you a merry Christmas and I want pizza.,wish
1749,Let's go to the market and buy apples.,buy
1750,I’m a cook and I'm cooking dinner.,cook
1752,It's fall and Brad dropped his ice cream.,drop
1753,We will never forget our first day together.,forget
1754,Let's listen to the song while being quiet.,listen to
1755,Let's meet at the park tomorrow.,meet
1757,Let's ride bikes.,ride
1759,We are collecting money for charity.,collect
1760,We elected John president of our class and had a party.,elect
1761,The man asked his girlfriend to marry.,marry
1762,Don't neglect your memory by touching your hand.,neglect
1763,She is a very popular singer worldwide.,popular
1765,Please select only one person and pick up the book.,select
1766,All his relatives came to the wedding.,wedding
1767,I’m carrying some cans.,carry
1768,My room is clean now.,clean
1769,I hate winter because it's cold.,hate
1770,I like telling jokes.,like
1771,I love my parents and friends.,love
1772,Let's meet at the park tomorrow.,meet
1774,Let's play the recorder after tape.,tape
1776,"Don’t worry, be happy!",worry
1777,You touch your leg and stretch your body.,body
1778,Touch your cheek and touch your chin.,cheek
1780,I touch my chin while I wash.,chin
1781,It's cold at night because I have a bad cold.,cold
1782,I wash my face.,face
1783,I have a headache.,headache
1784,Your health is the most important thing.,health
1785,Bananas are good for your heart.,heart
1786,I brush my teeth every morning.,teeth
1787,"You like cake, have some more.",cake
1788,I want chicken as today's main course.,chicken
1789,You like curry and we are playing basketball.,curry
1790,They like French fries.,French fries
1791,I want a hot dog because I have two dogs.,hot dog
1792,I want milk and cheese.,milk
1793,I want spaghetti and pizza.,spaghetti
1794,I want steak.,steak
1795,We want tea because we need a spoon.,tea
1796,"They want water, bring me some.",water
1800,I can fly like Spiderman.,fly
1802,I can make cookies.,make
1804,He ordered me to sit up.,sit
1807,I have an album.,album
1808,I have a ball and it's black.,ball
1809,I want a bat.,bat
1810,I have a book.,book
1811,I want a box that's behind the pink box.,box
1812,I have a doll and I like it.,doll
1813,I want a key.,key
1814,I want a robot. This robot is very expensive.,robot
1815,Whose umbrella is it? That umbrella is hers.,umbrella
1816,"I have a watch, it is very expensive.",watch
1817,Look at the big teddy bear.,bear
1818,I have a bird.,bird
1819,I have a cat and it acts like a dog.,cat
1820,I have one cow.,cow
1821,I have a dog.,dog
1822,Kevin looks at the elephant at the zoo.,elephant
1823,There is something fishy about the fish.,fish
1824,I'm feeding the monkeys and I have a monkey.,monkey
1825,Look! I have three pigs.,pig
1826,Look at the tiger.,tiger
1827,I'm a cook and boil the water.,boil
1828,Do you need a new bowl?,bowl
1829,"I’m baking some bread, add more flour.",flour
1831,I'm cooking dinner and there is a spot on the pot.,pot
1832,Be careful not to spill the milk.,spill
1833,I wash my face and I wash hands.,wash
1834,Could you wrap this please.,wrap
1835,I was present at my class.,class
1836,Jenny is my classmate and so are friends.,classmate
1838,I have to do my homework.,homework
1839,I’m going to the library.,library
1840,Let's meet at the park tomorrow.,meet
1841,You look pretty.,pretty
1842,I like my school uniform.,uniform
1843,They're beautiful and so are you.,beautiful
1844,"It's a really ugly dog, but it’s pretty.",ugly
1845,This book is very interesting.,interesting
1846,The book is boring.,boring
1847,Don’t waste money on useless things.,useless
1848,Smart phones are very useful tools.,useful
1852,I like to travel alone.,alone
1857,I won first prize in the contest.,contest
1859,I like bread and I want some.,bread
1860,I want cheese.,cheese
1861,I want cookies because they are our cookies.,cookie
1862,"I like eggs, I need two.",egg
1863,I like hamburgers and I want steak.,hamburger
1864,I like juice and want some now.,juice
1865,I want pizza and divide it into eight pieces.,pizza
1866,I want rice.,rice
1867,I like salad and I’m eating.,salad
1868,I want sandwiches because I like bread.,sandwich
1869,Touch your arm because it's very long.,arm
1870,"Touch your ear, my father is deaf.",ear
1872,My foot hurts because I stubbed my toe.,foot
1873,Touch your hand while we raise our hands.,hand
1874,My head hurts and it's my hat.,head
1875,Touch your leg and feel some pain.,leg
1876,Touching your mouth means saying secrets.,mouth
1877,Touch your neck because it hurts.,neck
1878,Touch your nose when you feel runny.,nose
1879,They're beautiful and so are you.,beautiful
1880,My little sister is very cute.,cute
1881,"They're good, I'm great, and I'm bad.",good
1882,Ryan is very handsome.,handsome
1883,We’re honest and always tell the truth.,honest
1884,You're kind and very thankful.,kind
1885,You look pretty.,pretty
1886,You are sick.,sick
1887,"She's sleepy, it's time to sleep.",sleepy
1888,I feel tired.,tired
1889,I like bread and I want some.,bread
1890,I eat lots of sweets and I want candy.,candy
1891,I love chocolate ice cream.,chocolate
1892,My uncle runs a coffee shop.,coffee
1893,Do you want cream on your ice cream?,cream
1894,I like bread and do want doughnuts.,doughnut
1896,I want gum after I brush my teeth.,gum
1897,I want jam and I want sandwiches.,jam
1898,I want steak.,steak
1899,I feel happy today and my head hurts.,feel
1901,Be quiet while we listen to the song.,listen
1904,The freshly baked bread smells good.,smell
1907,I will catch the ball.,catch
1909,I entered the room and found a key.,enter
1910,Your health is the most important thing.,health
1911,I hit the ball while shooting at the goal.,hit
1912,I replied to his reply.,reply
1914,"I'm waiting for the customer, it's long.",wait
1915,The airplane is gray.,airplane
1917,The bus stop is near the big bus.,bus
1918,I am driving my old car.,car
1919,Let's take a helicopter and fly.,helicopter
1920,This motorcycle is fast and very fun.,motorcycle
1921,The ship is heavy and hard to lift.,ship
1922,Let's go to the subway station.,subway
1923,Let's take a taxi at the small airport.,taxi
1924,The train station is on the same side.,train
1925,My teacher is very busy today.,busy
1926,Be careful not to spill the milk.,careful
1928,Mr. Snow is free today and costs nothing.,free
1929,The movie is fun.,fun
1930,"I’m great, nice to meet you.",great
1931,He is hungry.,hungry
1932,I’m lucky today because seven is my number.,lucky
1934,I’m thirsty. Give me some juice.,thirsty
1935,The board is big and I play chess.,board
1936,Let's go to the market and buy apples.,buy
1937,"Sure, I can do anything.",can
1938,Can you get the dish for me?,dish
1941,Can you join us at the band meeting?,join
1942,I’m making a model airplane.,model
1946,Your health is the most important thing.,health
1952,You are sick.,sick
1953,It's behind the box.,behind
1954,Sit down and walk up this street.,down
1955,"Come here, please.",here
1956,I’m in the bedroom gathering with friends.,in
1957,It's in front of the box.,in front of
1958,It's next to the plate.,next to
1959,I’m on the soccer team.,on
1960,"Go there, please.",there
1961,We gathered under the tree.,under
1962,Stand up and walk up this street.,up
1964,This butter tastes bitter.,bitter
1965,I wash my face.,face
1967,Your arm is long.,long
1969,I stared at the star.,stare
1973,I'll call you again when I arrive.,call
1974,Let's go camping with my family.,go camping
1975,Let's go fishing on the island.,go fishing
1976,Let's go hiking on the mountain.,go hiking
1977,Let's go swimming together.,go swimming
1978,What a terrific idea!,idea
1979,Let's come together and be close friends.,together
1980,How about we check the time tonight?,tonight
1983,My classmates and I are very friendly.,friendly
1984,Isn’t she really lovely? Happy birthday. She is beautiful. Nice to meet you.,lovely
1985,We are finding new members for our team.,member
1988,Europeans believe that owls are wise.,wise
1989,I’m leading my class and practicing every day.,act
1991,Let's go to the market and buy apples.,buy
1993,My mom grows tomatoes and roses.,grow
1997,I’ll send you a text message.,send
1999,I’m resting on the dry bench.,bench
2000,They are in the classroom at school.,classroom
2001,Falling rocks are very dangerous.,dangerous
2002,I sneaked into the dark room.,dark
2003,Don’t sit on the grass.,grass
2006,These slippers are slippery.,slippery
2007,The man is going up the stairs.,stair
2008,It's wet today because of the rain.,wet
2009,Playing in the forest is fun.,forest
2011,Come inside my house.,inside
2015,He is on top of the mountain.,mountain
2016,This desk is made of wood.,wood
2017,This is my aunt.,aunt
2018,My cousins are my favorite relatives.,cousin
2019,This is my father who teaches English.,father
2020,We are close friends.,friend
2022,That is my grandmother.,grandmother
2024,I love my parents and they care about me.,parents
2025,I love my teachers and I want to be one.,teacher
2026,This is my uncle and his son.,uncle
2027,"Nice to meet you, it's very nice.",nice
2028,"I’m bad, he’s bad, what’s wrong?",bad
2029,This tree is high.,high
2030,That tree is low.,low
2032,They are poor but have good health.,poor
2033,This light is bright. That light is dark. It's light. It's sunny.,bright
2034,I sneaked into the dark room.,dark
2035,Mary is a smart girl.,smart
2036,He is foolish and so is his friend.,foolish
2037,The family is familiar to me.,familiar
2038,The soldiers are guarding the start.,guard
2040,Stand up and pause in front of camera.,pause
2041,There are stains on the bowl.,stain
2043,Please sweep up the sweets.,sweep
2044,Let's switch the switches.,switch
2045,I can do anything when I'm bored.,anything
2046,It's cool in autumn and summer.,autumn
2048,I have two tickets and I’m going to the concert hall.,ticket
2049,"Take care, stay home and sit down.",stay
2050,Draw a circle on the paper.,circle
2051,My new dress fits well on me.,dress
2052,Thanksgiving day is in November.,November
2053,Harry is the best actor.,actor
2054,Julia is a kind actress.,actress
2055,This dentist is my uncle.,dentist
2056,He is famous because he sings.,famous
2057,I love my job as a cartoonist.,job
2058,Mr. Watson is a mail carrier at post office.,mail carrier
2060,Lincoln was the president of the United States.,president
2061,I will be a teacher in the future.,teach
2062,Check your work before hanging it up.,work
2063,I have a book.,book
2064,"Don’t miss this chance, I have two tickets.",chance
2065,May I change my money at the counter?,change
2066,I exercise every morning.,exercise
2067,I’m fine. Thank you.,fine
2068,He won the match yesterday.,match
2069,I have an old ring.,ring
2073,The war destroyed my chair.,destroy
2076,"At that moment, the telephone rang.",moment
2077,They showed the play again in slow motion.,motion
2078,Don’t move until I tell you to walk.,move
2079,He is blind and needs glasses.,blind
2080,My father is deaf in one ear.,deaf
2081,Let me examine your teeth.,examine
2082,"My finger hurts, my foot and knee hurt.",hurt
2083,Ann is a doctor who gives medicine.,medicine
2084,I found a new method to fill the glass.,method
2087,Let's play badminton instead of tennis today.,badminton
2088,Let's play baseball.,baseball
2089,We are playing basketball and like sports.,basketball
2090,Let's play golf with Joe.,golf
2092,I like skiing and we will go.,skiing
2093,We are playing soccer.,soccer
2094,My favorite sport is basketball.,sport
2095,We are playing tennis with him.,tennis
2096,Let's play volleyball after basketball practice.,volleyball
2097,We play computer games every weekend.,computer game
2098,We are going to a concert.,concert
2099,The movie is fun.,movie
2100,They listen to music every day.,music
2101,We watch a musical and like singing.,musical
2102,I have a pet and I’m patting it.,pet
2103,I really want to go on a picnic.,picnic
2104,Let's listen to the song.,song
2105,They watch television for about one hour.,television
2106,They go on a trip every weekend.,trip
2107,We walk along the beach.,beach
2109,The distance between Seoul and Busan is very long.,distance
2110,He won the match yesterday.,match
2111,We enjoy outdoor activities when it's sunny.,outdoor
2112,Let's make a plan for our vacation.,plan
2113,I’m on vacation and I like summer.,vacation
2114,I like visiting the wild animal park.,wild
2115,I traveled abroad last summer.,abroad
2116,I will come here when I arrive.,arrive
2117,The vase was on a metal base.,base
2118,I have a brown basket and a basketball.,basket
2119,The world has become a global village.,global
2120,I was tired from the long journey.,journey
2122,I want to travel around the world.,travel
2124,I’m happy when I play outside.,happy
2125,He is hungry.,hungry
2126,You look so sad when it's raining.,sad
2127,"She is scared, don't be afraid.",scared
2128,You are sick.,sick
2129,"I’m sorry, I made a mistake.",sorry
2130,He is very surprised by the news.,surprised
2131,I’m thirsty. Give me some juice.,thirsty
2132,"I feel tired, she's sleepy.",tired
2133,Can you find my lost school bag?,bag
2134,Your belt is short.,belt
